Id,Label,timeset,indegree,outdegree,degree,weighted indegree,weighted outdegree,weighted degree,eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality,modularity_class,componentnumber,strongcompnum,clustering,subject,subject_number
Uganda,Uganda,,81,160,241,81,160,241,7,0.365258,0.403937,24324.34479,8,1,6,0.140029,3,3
Art,Art,,111,65,176,111,65,176,7,0.346733,0.375615,51441.136225,3,1,6,0.045268,0,0
Baghdad,Baghdad,,56,32,88,56,32,88,6,0.333827,0.358313,6656.129791,2,1,6,0.098772,6,6
Battle_of_Grunwald,Battle_of_Grunwald,,3,23,26,3,23,26,7,0.313074,0.335111,197.330246,13,1,6,0.26,7,7
Beijing,Beijing,,89,101,190,89,101,190,6,0.363131,0.396732,37797.105021,10,1,6,0.113759,6,6
Henry_VII_of_England,Henry_VII_of_England,,30,22,52,30,22,52,7,0.307541,0.32786,1962.132829,1,1,6,0.182317,12,12
Henry_V_of_England,Henry_V_of_England,,20,16,36,20,16,36,7,0.299409,0.318335,715.034702,1,1,6,0.186207,12,12
Inca_Empire,Inca_Empire,,30,19,49,30,19,49,7,0.312857,0.332547,2575.414154,0,1,6,0.106852,7,7
Jew,Jew,,268,86,354,268,86,354,7,0.361835,0.395172,66399.29336,13,1,6,0.055411,6,6
Joan_of_Arc,Joan_of_Arc,,7,23,30,7,23,30,7,0.315413,0.336849,6020.225382,4,1,6,0.112536,12,12
Johannes_Ockeghem,Johannes_Ockeghem,,2,5,7,2,5,7,7,0.286765,0.302154,92.75534,4,1,6,0.428571,12,12
Korea,Korea,,77,29,106,77,29,106,7,0.327569,0.352147,6379.190182,10,1,6,0.093092,3,3
Leonardo_da_Vinci,Leonardo_da_Vinci,,34,47,81,34,47,81,7,0.347178,0.373204,16108.349056,4,1,6,0.071401,12,12
Philosophy,Philosophy,,190,87,277,190,87,277,7,0.355022,0.387085,88356.474612,3,1,6,0.045379,13,13
Plato,Plato,,76,44,120,76,44,120,7,0.33148,0.35701,19108.296947,3,1,6,0.075195,12,12
Richard_III_of_England,Richard_III_of_England,,15,27,42,15,27,42,7,0.310556,0.332471,3919.493132,1,1,6,0.15625,12,12
Spanish_Inquisition,Spanish_Inquisition,,19,35,54,19,35,54,7,0.3251,0.349902,5995.007156,4,1,6,0.177551,13,13
Vasco_da_Gama,Vasco_da_Gama,,21,18,39,21,18,39,7,0.31588,0.337886,951.865818,10,1,6,0.16572,12,12
Wars_of_the_Roses,Wars_of_the_Roses,,17,29,46,17,29,46,7,0.311798,0.33393,5551.848499,1,1,6,0.202564,7,7
Zheng_He,Zheng_He,,8,39,47,8,39,47,7,0.340815,0.367245,1342.664567,10,1,6,0.182171,12,12
16_Cygni,16_Cygni,,2,8,10,2,8,10,8,0.273974,0.287954,4583.465648,9,1,6,0.416667,14,14
16_Cygni_Bb,16_Cygni_Bb,,1,12,13,1,12,13,7,0.297847,0.314944,97.479382,9,1,6,0.477273,14,14
Binary_star,Binary_star,,18,26,44,18,26,44,7,0.3089,0.32923,3036.013045,9,1,6,0.146154,14,14
Day,Day,,75,19,94,75,19,94,7,0.333059,0.354983,21198.936492,9,1,6,0.053512,5,5
Extrasolar_planet,Extrasolar_planet,,39,22,61,39,22,61,7,0.301951,0.319988,35018.69456,9,1,6,0.1642,14,14
Jupiter,Jupiter,,59,52,111,59,52,111,7,0.323802,0.348905,19571.096057,9,1,6,0.10972,14,14
Red_dwarf,Red_dwarf,,18,11,29,18,11,29,7,0.292391,0.308843,383.676718,9,1,6,0.269231,14,14
Sun,Sun,,183,74,257,183,74,257,7,0.351178,0.380655,105638.889661,9,1,6,0.053196,14,14
Earth,Earth,,269,118,387,269,118,387,6,0.372302,0.407951,291857.382612,9,1,6,0.038343,14,14
Planet,Planet,,76,45,121,76,45,121,7,0.321797,0.345534,73025.935368,9,1,6,0.104834,14,14
Season,Season,,27,30,57,27,30,57,6,0.336041,0.358983,11508.396036,9,1,6,0.116327,5,5
Star,Star,,97,68,165,97,68,165,7,0.322617,0.348475,58047.384569,9,1,6,0.080229,14,14
Water,Water,,191,131,322,191,131,322,6,0.377573,0.413744,182129.596494,9,1,6,0.039073,6,6
Akbar,Akbar,,11,16,27,11,16,27,7,0.297694,0.315934,2477.421785,2,1,6,0.15415,12,12
Amazon_River,Amazon_River,,20,31,51,20,31,51,7,0.330211,0.355551,2096.599178,0,1,6,0.174419,6,6
Amsterdam,Amsterdam,,63,38,101,63,38,101,7,0.33632,0.363458,8535.529054,4,1,6,0.10437,6,6
Anglicanism,Anglicanism,,39,55,94,39,55,94,7,0.335791,0.363002,24151.980935,1,1,6,0.116491,13,13
Babur,Babur,,11,15,26,11,15,26,7,0.302605,0.321431,383.567182,2,1,6,0.223684,12,12
Brazil,Brazil,,261,80,341,261,80,341,7,0.351788,0.383948,63303.001128,0,1,6,0.049331,3,3
British_East_India_Company,British_East_India_Company,,45,37,82,45,37,82,7,0.335208,0.360677,6710.847853,10,1,6,0.104505,1,1
Charles_V%2C_Holy_Roman_Emperor,Charles_V%2C_Holy_Roman_Emperor,,43,26,69,43,26,69,7,0.312303,0.334728,13703.903894,4,1,6,0.100121,12,12
Edward_VI_of_England,Edward_VI_of_England,,21,34,55,21,34,55,7,0.338426,0.362874,3001.400558,1,1,6,0.173232,7,7
Egypt,Egypt,,362,70,432,362,70,432,7,0.353382,0.383952,83409.807937,2,1,6,0.046447,3,3
Elizabeth_I_of_England,Elizabeth_I_of_England,,63,54,117,63,54,117,7,0.342196,0.36946,16600.922053,1,1,6,0.103728,12,12
Ferdinand_Magellan,Ferdinand_Magellan,,15,35,50,15,35,50,7,0.330642,0.355234,5471.886706,0,1,6,0.126263,12,12
Florida,Florida,,156,65,221,156,65,221,6,0.352982,0.381907,78562.052034,11,1,6,0.037553,6,6
Francis_Drake,Francis_Drake,,10,20,30,10,20,30,7,0.308923,0.328672,1129.715205,1,1,6,0.133846,12,12
Grand_Canyon,Grand_Canyon,,16,18,34,16,18,34,7,0.322027,0.34237,5949.055935,11,1,6,0.135484,6,6
Heliocentrism,Heliocentrism,,17,42,59,17,42,59,7,0.331372,0.356665,4590.10496,9,1,6,0.170612,14,14
Henry_VIII_of_England,Henry_VIII_of_England,,74,50,124,74,50,124,7,0.335846,0.361863,19718.87325,1,1,6,0.098026,12,12
Hern%C3%A1n_Cort%C3%A9s,Hern%C3%A1n_Cort%C3%A9s,,16,14,30,16,14,30,7,0.29741,0.31571,721.065838,0,1,6,0.181667,12,12
Italian_Renaissance,Italian_Renaissance,,13,55,68,13,55,68,7,0.33358,0.361767,7982.645331,4,1,6,0.133385,0,0
Ivan_IV_of_Russia,Ivan_IV_of_Russia,,5,10,15,5,10,15,7,0.310556,0.329104,213.053393,13,1,6,0.242857,12,12
Jacques_Cartier,Jacques_Cartier,,4,8,12,4,8,12,7,0.300118,0.31722,211.011127,11,1,6,0.138889,12,12
Japan,Japan,,573,98,671,573,98,671,6,0.36711,0.400226,273379.576694,10,1,6,0.02803,3,3
John_Calvin,John_Calvin,,18,21,39,18,21,39,7,0.313753,0.334432,3318.05748,4,1,6,0.113636,12,12
Juan_Sebasti%C3%A1n_Elcano,Juan_Sebasti%C3%A1n_Elcano,,2,14,16,2,14,16,7,0.303648,0.321863,38.113502,4,1,6,0.252381,12,12
Martin_Luther,Martin_Luther,,38,22,60,38,22,60,7,0.320525,0.343254,3049.509254,4,1,6,0.139413,12,12
Mary_I_of_England,Mary_I_of_England,,24,33,57,24,33,57,7,0.320525,0.344031,1705.661476,1,1,6,0.181776,12,12
Mary_I_of_Scotland,Mary_I_of_Scotland,,16,34,50,16,34,50,7,0.321669,0.345063,1534.610611,1,1,6,0.162021,12,12
Mona_Lisa,Mona_Lisa,,10,41,51,10,41,51,7,0.335485,0.361847,11324.412151,4,1,6,0.128019,0,0
Nicolaus_Copernicus,Nicolaus_Copernicus,,21,45,66,21,45,66,7,0.334406,0.36071,6168.988656,9,1,6,0.124351,12,12
Opera,Opera,,83,37,120,83,37,120,7,0.316719,0.340247,52035.314241,13,1,6,0.051932,9,9
Pacific_Ocean,Pacific_Ocean,,185,87,272,185,87,272,6,0.365555,0.398286,88413.989992,11,1,6,0.050163,6,6
Philip_II_of_Spain,Philip_II_of_Spain,,26,27,53,26,27,53,7,0.315168,0.338229,2850.290766,4,1,6,0.156977,12,12
Polish-Lithuanian_Commonwealth,Polish-Lithuanian_Commonwealth,,32,74,106,32,74,106,6,0.35759,0.388485,19252.430617,13,1,6,0.118371,7,7
Roman_Catholic_Church,Roman_Catholic_Church,,248,55,303,248,55,303,7,0.340672,0.36971,90924.306162,4,1,6,0.034493,13,13
Science,Science,,135,40,175,135,40,175,7,0.335235,0.359499,47600.512337,3,1,6,0.050139,5,5
Spanish_Armada,Spanish_Armada,,26,24,50,26,24,50,7,0.319893,0.342362,2402.931549,1,1,6,0.17019,7,7
Spanish_conquest_of_the_Inca_Empire,Spanish_conquest_of_the_Inca_Empire,,3,20,23,3,20,23,7,0.31187,0.331277,234.732941,0,1,6,0.261905,7,7
Suleiman_the_Magnificent,Suleiman_the_Magnificent,,7,41,48,7,41,48,7,0.319867,0.345232,354.658719,2,1,6,0.21401,12,12
Textile,Textile,,52,5,57,52,5,57,7,0.287212,0.301489,1443.941748,9,1,6,0.044444,0,0
Thomas_More,Thomas_More,,16,35,51,16,35,51,7,0.324087,0.348636,4417.165869,1,1,6,0.128461,12,12
Watch,Watch,,11,17,28,11,17,28,7,0.321823,0.342818,2793.820867,4,1,6,0.103261,4,4
William_Shakespeare,William_Shakespeare,,144,16,160,144,16,160,7,0.307751,0.327254,23523.209094,1,1,6,0.036247,12,12
William_the_Silent,William_the_Silent,,4,18,22,4,18,22,7,0.306471,0.326814,99.302149,4,1,6,0.331579,12,12
1755_Lisbon_earthquake,1755_Lisbon_earthquake,,4,23,27,4,23,27,7,0.323828,0.346272,206.783291,3,1,6,0.146667,7,7
Barbados,Barbados,,63,49,112,63,49,112,7,0.350601,0.378275,12880.581961,8,1,6,0.096566,3,3
Earthquake,Earthquake,,87,20,107,87,20,107,7,0.326488,0.348041,16961.599419,10,1,6,0.043657,6,6
Geology,Geology,,78,33,111,78,33,111,7,0.324892,0.347571,25802.767528,9,1,6,0.058545,6,6
Gottfried_Leibniz,Gottfried_Leibniz,,35,92,127,35,92,127,7,0.352215,0.384888,28109.947955,3,1,6,0.077016,12,12
Immanuel_Kant,Immanuel_Kant,,43,30,73,43,30,73,7,0.319842,0.342776,8282.925515,3,1,6,0.115722,12,12
Jean-Jacques_Rousseau,Jean-Jacques_Rousseau,,34,30,64,34,30,64,7,0.320601,0.343155,3734.26281,3,1,6,0.132801,12,12
Lisbon,Lisbon,,35,63,98,35,63,98,6,0.362255,0.391058,15073.391686,4,1,6,0.10162,6,6
Martinique,Martinique,,42,18,60,42,18,60,7,0.321007,0.343571,1533.372796,8,1,6,0.189562,3,3
Morocco,Morocco,,142,68,210,142,68,210,7,0.353013,0.38336,22181.790876,8,1,6,0.125481,3,3
North_Africa,North_Africa,,102,33,135,102,33,135,7,0.333087,0.359218,11740.67826,2,1,6,0.097635,6,6
Peter_Paul_Rubens,Peter_Paul_Rubens,,27,12,39,27,12,39,7,0.303739,0.32239,1020.259314,4,1,6,0.113445,12,12
Ren%C3%A9_Descartes,Ren%C3%A9_Descartes,,32,36,68,32,36,68,7,0.327358,0.352258,6872.298812,3,1,6,0.116152,12,12
The_Holocaust,The_Holocaust,,66,77,143,66,77,143,7,0.347416,0.379948,25306.036968,13,1,6,0.12688,7,7
Tsunami,Tsunami,,42,57,99,42,57,99,7,0.343822,0.372437,17382.656213,10,1,6,0.08419,6,6
Voltaire,Voltaire,,41,27,68,41,27,68,7,0.318711,0.341577,4248.921908,3,1,6,0.082514,12,12
Armand_Jean_du_Plessis%2C_Cardinal_Richelieu,Armand_Jean_du_Plessis%2C_Cardinal_Richelieu,,2,26,28,2,26,28,7,0.322694,0.346477,575.240669,4,1,6,0.198413,12,12
Bacteria,Bacteria,,107,41,148,107,41,148,7,0.319893,0.343421,43479.239007,7,1,6,0.061577,14,14
Banknote,Banknote,,18,16,34,18,16,34,7,0.327358,0.349209,1218.384786,10,1,6,0.188424,1,1
Baruch_Spinoza,Baruch_Spinoza,,17,38,55,17,38,55,7,0.324684,0.34871,2217.809886,3,1,6,0.169133,12,12
Bible,Bible,,149,21,170,149,21,170,7,0.311367,0.332929,19117.889105,2,1,6,0.031526,13,13
Blaise_Pascal,Blaise_Pascal,,23,25,48,23,25,48,7,0.316052,0.337375,5309.402928,3,1,6,0.108014,12,12
Calculus,Calculus,,27,29,56,27,29,56,7,0.315094,0.336942,16567.453427,3,1,6,0.145411,10,10
Cape_Town,Cape_Town,,37,49,86,37,49,86,7,0.34263,0.370441,10577.323832,12,1,6,0.097544,6,6
Charles_II_of_England,Charles_II_of_England,,72,49,121,72,49,121,7,0.342891,0.370854,21568.731769,1,1,6,0.087855,12,12
Charles_I_of_England,Charles_I_of_England,,64,41,105,64,41,105,6,0.336851,0.362321,10228.642877,1,1,6,0.120513,12,12
Constitutional_monarchy,Constitutional_monarchy,,72,32,104,72,32,104,7,0.329647,0.354457,11997.558169,8,1,6,0.118851,2,2
Finance,Finance,,46,8,54,46,8,54,7,0.277405,0.29127,14080.575036,3,1,6,0.058673,1,1
Glorious_Revolution,Glorious_Revolution,,39,25,64,39,25,64,7,0.314996,0.336176,3282.810762,1,1,6,0.141558,7,7
Henry_Purcell,Henry_Purcell,,15,14,29,15,14,29,7,0.287253,0.303292,9095.435633,1,1,6,0.178571,12,12
Isaac_Newton,Isaac_Newton,,80,56,136,80,56,136,7,0.33744,0.363847,35690.513176,9,1,6,0.078022,12,12
James_II_of_England,James_II_of_England,,43,38,81,43,38,81,7,0.31861,0.342646,7147.083453,1,1,6,0.13214,12,12
James_I_of_England,James_I_of_England,,49,33,82,49,33,82,7,0.315954,0.338518,5813.648173,1,1,6,0.132867,12,12
Johann_Sebastian_Bach,Johann_Sebastian_Bach,,30,23,53,30,23,53,7,0.31841,0.339805,8719.713233,13,1,6,0.102525,12,12
Johannes_Kepler,Johannes_Kepler,,29,34,63,29,34,63,7,0.330993,0.3553,9142.305896,9,1,6,0.121961,12,12
John_Locke,John_Locke,,46,39,85,46,39,85,7,0.336991,0.362262,34174.774427,3,1,6,0.118286,12,12
John_Milton,John_Milton,,23,13,36,23,13,36,7,0.299919,0.318094,5131.364769,1,1,6,0.114583,12,12
Louis_XIV_of_France,Louis_XIV_of_France,,34,46,80,34,46,80,7,0.33993,0.368137,7668.141982,4,1,6,0.113078,12,12
Mary_II_of_England,Mary_II_of_England,,22,26,48,22,26,48,7,0.308571,0.330238,1513.703004,1,1,6,0.246088,12,12
Mississippi_River,Mississippi_River,,57,26,83,57,26,83,7,0.324113,0.347036,7801.14261,11,1,6,0.074245,6,6
New_York_City,New_York_City,,317,71,388,317,71,388,6,0.35602,0.387009,93180.530046,11,1,6,0.031026,6,6
New_Zealand,New_Zealand,,301,86,387,301,86,387,6,0.369722,0.401324,152676.354553,7,1,6,0.035595,6,6
Oliver_Cromwell,Oliver_Cromwell,,48,32,80,48,32,80,7,0.324814,0.348936,7374.590843,1,1,6,0.087387,12,12
Persian_Empire,Persian_Empire,,84,61,145,84,61,145,7,0.337833,0.367882,19417.724544,2,1,6,0.107776,7,7
Peter_I_of_Russia,Peter_I_of_Russia,,16,10,26,16,10,26,7,0.294879,0.312158,293.442692,13,1,6,0.235178,12,12
Philosophiae_Naturalis_Principia_Mathematica,Philosophiae_Naturalis_Principia_Mathematica,,8,17,25,8,17,25,8,0.297957,0.31623,1460.313247,9,1,6,0.184783,7,7
Qing_Dynasty,Qing_Dynasty,,39,27,66,39,27,66,7,0.321262,0.34304,3278.523513,10,1,6,0.135919,7,7
South_Africa,South_Africa,,311,101,412,311,101,412,7,0.364045,0.398272,138110.314451,12,1,6,0.040887,3,3
Speed_of_light,Speed_of_light,,38,43,81,38,43,81,7,0.339332,0.364646,21837.117092,9,1,6,0.116769,14,14
Taiwan,Taiwan,,93,34,127,93,34,127,7,0.329969,0.354652,10530.07778,10,1,6,0.078315,3,3
Tea,Tea,,49,72,121,49,72,121,7,0.351696,0.382318,18109.143743,10,1,6,0.099982,5,5
Telescope,Telescope,,61,23,84,61,23,84,7,0.318036,0.339063,17966.000463,9,1,6,0.094561,4,4
Thomas_Hobbes,Thomas_Hobbes,,30,26,56,30,26,56,7,0.321593,0.343889,7703.244855,3,1,6,0.113061,12,12
William_Harvey,William_Harvey,,7,7,14,7,7,14,7,0.295697,0.31233,1516.757432,1,1,6,0.153846,12,12
William_III_of_England,William_III_of_England,,42,39,81,42,39,81,7,0.325309,0.349879,7218.311384,1,1,6,0.141408,12,12
1896_Summer_Olympics,1896_Summer_Olympics,,2,27,29,2,27,29,7,0.329433,0.353789,35.919181,4,1,6,0.307692,5,5
Athletics_%28track_and_field%29,Athletics_%28track_and_field%29,,25,7,32,25,7,32,7,0.289406,0.305825,361.153031,1,1,6,0.078629,5,5
British_Empire,British_Empire,,142,129,271,142,129,271,6,0.377397,0.414155,73378.119645,1,1,6,0.081508,7,7
Cricket,Cricket,,89,27,116,89,27,116,7,0.328845,0.352683,25911.102925,1,1,6,0.066468,5,5
Cyprus,Cyprus,,106,59,165,106,59,165,7,0.353013,0.382057,25859.80283,8,1,6,0.140296,6,6
Eastern_Orthodox_Church,Eastern_Orthodox_Church,,57,34,91,57,34,91,7,0.335041,0.361534,8653.76649,2,1,6,0.130864,13,13
Football_%28soccer%29,Football_%28soccer%29,,220,21,241,220,21,241,7,0.324372,0.346845,22571.264746,1,1,6,0.047356,5,5
Greek_War_of_Independence,Greek_War_of_Independence,,11,24,35,11,24,35,7,0.316743,0.339569,709.973859,3,1,6,0.255385,7,7
London,London,,587,102,689,587,102,689,7,0.360227,0.395852,309249.5638,1,1,6,0.018761,6,6
Olympic_Games,Olympic_Games,,80,116,196,80,116,196,6,0.371654,0.406981,68538.385242,13,1,6,0.092934,5,5
Roman_Empire,Roman_Empire,,228,53,281,228,53,281,6,0.338652,0.367218,48025.700659,4,1,6,0.059194,7,7
Slovakia,Slovakia,,86,34,120,86,34,120,7,0.320348,0.345495,5578.416467,8,1,6,0.189134,6,6
Sport,Sport,,63,15,78,63,15,78,7,0.32144,0.342864,5450.313581,3,1,6,0.067207,5,5
Switzerland,Switzerland,,249,45,294,249,45,294,6,0.341764,0.369244,40362.700203,13,1,6,0.053154,6,6
Adam_Smith,Adam_Smith,,38,27,65,38,27,65,7,0.317587,0.33983,5497.282141,3,1,6,0.138365,12,12
Alexander_Hamilton,Alexander_Hamilton,,23,23,46,23,23,46,7,0.317041,0.339354,1956.709361,11,1,6,0.154521,12,12
American_Revolutionary_War,American_Revolutionary_War,,49,28,77,49,28,77,7,0.330561,0.354488,9325.814864,11,1,6,0.105383,7,7
Anne_of_Great_Britain,Anne_of_Great_Britain,,29,32,61,29,32,61,7,0.317214,0.340323,12309.711869,1,1,6,0.203997,12,12
Antoine_Lavoisier,Antoine_Lavoisier,,17,26,43,17,26,43,7,0.323363,0.346629,3287.384602,9,1,6,0.09919,12,12
Antonio_Vivaldi,Antonio_Vivaldi,,11,19,30,11,19,30,7,0.30408,0.323095,1191.364316,13,1,6,0.14,12,12
Benjamin_Franklin,Benjamin_Franklin,,32,29,61,32,29,61,6,0.333114,0.356783,13851.960777,11,1,6,0.078054,12,12
Capital,Capital,,181,64,245,181,64,245,6,0.342196,0.372422,48496.353031,0,1,6,0.046306,2,2
Carl_Friedrich_Gauss,Carl_Friedrich_Gauss,,17,20,37,17,20,37,7,0.325231,0.347797,7288.8159,3,1,6,0.143145,12,12
Carolus_Linnaeus,Carolus_Linnaeus,,218,23,241,218,23,241,7,0.323647,0.345162,38391.034834,7,1,6,0.024119,12,12
Catherine_II_of_Russia,Catherine_II_of_Russia,,9,24,33,9,24,33,7,0.311822,0.332771,1309.533109,13,1,6,0.160215,12,12
David_Hume,David_Hume,,32,36,68,32,36,68,7,0.329996,0.355542,4546.55617,3,1,6,0.133766,12,12
Delhi,Delhi,,43,41,84,43,41,84,7,0.332513,0.358587,6752.008729,10,1,6,0.09589,6,6
Edmond_Halley,Edmond_Halley,,10,20,30,10,20,30,7,0.314483,0.33466,1828.283157,9,1,6,0.169231,14,14
Edmund_Burke,Edmund_Burke,,15,42,57,15,42,57,7,0.339304,0.366422,3263.566545,3,1,6,0.138367,12,12
Edward_Jenner,Edward_Jenner,,5,4,9,5,4,9,7,0.284891,0.299309,10393.546009,7,1,6,0.107143,12,12
Emanuel_Swedenborg,Emanuel_Swedenborg,,5,28,33,5,28,33,7,0.321491,0.344845,4340.273504,3,1,6,0.109677,12,12
Frederick_II_of_Prussia,Frederick_II_of_Prussia,,8,35,43,8,35,43,7,0.325622,0.350087,4298.347285,13,1,6,0.102853,12,12
Freetown,Freetown,,6,18,24,6,18,24,7,0.331155,0.3542,809.288812,11,1,6,0.199134,6,6
French_Revolution,French_Revolution,,99,19,118,99,19,118,7,0.310413,0.330851,6460.950022,4,1,6,0.062436,7,7
George_III_of_the_United_Kingdom,George_III_of_the_United_Kingdom,,39,53,92,39,53,92,7,0.350722,0.378998,17489.427042,1,1,6,0.126424,12,12
George_Washington,George_Washington,,54,21,75,54,21,75,7,0.317786,0.338927,7271.13003,11,1,6,0.108625,12,12
Industrial_Revolution,Industrial_Revolution,,87,60,147,87,60,147,6,0.349724,0.377968,49035.294038,3,1,6,0.07468,7,7
James_Cook,James_Cook,,29,47,76,29,47,76,7,0.347178,0.373525,17088.125027,7,1,6,0.077148,12,12
James_Watt,James_Watt,,7,15,22,7,15,22,7,0.31058,0.330016,2184.844534,1,1,6,0.140351,12,12
Joseph_Haydn,Joseph_Haydn,,14,13,27,14,13,27,7,0.306494,0.325402,967.714373,13,1,6,0.219368,12,12
Leonhard_Euler,Leonhard_Euler,,20,33,53,20,33,53,7,0.314044,0.336613,6722.553709,3,1,6,0.101932,12,12
Napoleon_I_of_France,Napoleon_I_of_France,,118,48,166,118,48,166,7,0.348941,0.376651,26941.013369,4,1,6,0.083471,12,12
Napoleonic_Wars,Napoleonic_Wars,,67,40,107,67,40,107,7,0.336459,0.362356,11079.845872,1,1,6,0.096263,7,7
Nepal,Nepal,,73,37,110,73,37,110,7,0.33851,0.364507,7676.679068,10,1,6,0.113507,3,3
Photosynthesis,Photosynthesis,,51,25,76,51,25,76,7,0.309135,0.329789,14976.013804,9,1,6,0.099534,14,14
Piano,Piano,,59,18,77,59,18,77,7,0.311367,0.331706,12186.392925,11,1,6,0.055627,11,11
President_of_the_United_States,President_of_the_United_States,,163,57,220,163,57,220,7,0.325753,0.352496,73329.452471,11,1,6,0.059443,2,2
Prime_Minister_of_the_United_Kingdom,Prime_Minister_of_the_United_Kingdom,,62,37,99,62,37,99,7,0.321695,0.346058,15355.77571,1,1,6,0.121876,2,2
Saint_Petersburg,Saint_Petersburg,,76,87,163,76,87,163,7,0.354867,0.387891,27751.130697,13,1,6,0.095843,6,6
Sierra_Leone,Sierra_Leone,,67,39,106,67,39,106,7,0.337946,0.365047,11160.871137,8,1,6,0.207733,3,3
Smallpox,Smallpox,,38,46,84,38,46,84,7,0.34558,0.373703,22940.06086,0,1,6,0.084586,14,14
South_America,South_America,,244,99,343,244,99,343,7,0.36648,0.399303,121695.32585,0,1,6,0.045498,6,6
Steam_engine,Steam_engine,,25,21,46,25,21,46,7,0.320576,0.342218,3986.318692,9,1,6,0.082321,4,4
Steel,Steel,,118,51,169,118,51,169,6,0.353845,0.38164,51737.229595,9,1,6,0.064503,14,14
Sydney,Sydney,,69,37,106,69,37,106,7,0.341188,0.367448,19233.124304,12,1,6,0.070295,6,6
Thomas_Gainsborough,Thomas_Gainsborough,,11,11,22,11,11,22,7,0.305478,0.323387,1170.11726,4,1,6,0.180147,12,12
Thomas_Jefferson,Thomas_Jefferson,,58,34,92,58,34,92,7,0.324996,0.347735,28747.927946,11,1,6,0.092447,12,12
Vitus_Bering,Vitus_Bering,,2,8,10,2,8,10,8,0.292983,0.309442,26.866909,13,1,6,0.177778,12,12
War_of_the_Spanish_Succession,War_of_the_Spanish_Succession,,18,21,39,18,21,39,7,0.31199,0.333544,750.023531,4,1,6,0.186553,7,7
William_Hogarth,William_Hogarth,,15,22,37,15,22,37,7,0.316003,0.337326,9243.003363,1,1,6,0.08172,12,12
Wolfgang_Amadeus_Mozart,Wolfgang_Amadeus_Mozart,,35,32,67,35,32,67,7,0.310532,0.331918,27304.898388,13,1,6,0.10902,9,9
1928_Okeechobee_Hurricane,1928_Okeechobee_Hurricane,,7,17,24,7,17,24,7,0.320576,0.341883,253.297493,11,1,6,0.242424,6,6
Africa,Africa,,477,212,689,477,212,689,6,0.381158,0.424523,510047.101561,8,1,6,0.030103,6,6
Dominica,Dominica,,44,30,74,44,30,74,7,0.339077,0.36396,6236.274166,8,1,6,0.186061,3,3
Galveston_Hurricane_of_1900,Galveston_Hurricane_of_1900,,4,26,30,4,26,30,7,0.328872,0.351692,377.62862,11,1,6,0.169516,6,6
Guadeloupe,Guadeloupe,,46,32,78,46,32,78,7,0.336935,0.361448,3956.228764,8,1,6,0.149257,3,3
Latin_America,Latin_America,,107,94,201,107,94,201,6,0.35369,0.38698,33425.882196,0,1,6,0.08418,6,6
Montserrat,Montserrat,,25,26,51,25,26,51,7,0.334075,0.358484,3402.680766,8,1,6,0.15314,3,3
Norfolk,Norfolk,,29,31,60,29,31,60,7,0.321491,0.344769,13705.892905,1,1,6,0.078808,6,6
Puerto_Rico,Puerto_Rico,,79,60,139,79,60,139,7,0.35524,0.384409,26993.103013,11,1,6,0.083552,3,3
The_Bahamas,The_Bahamas,,62,27,89,62,27,89,7,0.326962,0.350545,26608.79252,11,1,6,0.085082,3,3
Toronto,Toronto,,76,46,122,76,46,122,7,0.337103,0.363146,10962.043241,11,1,6,0.062572,6,6
Tropical_cyclone,Tropical_cyclone,,100,84,184,100,84,184,6,0.358602,0.390215,93185.801124,11,1,6,0.06989,6,6
United_States_Virgin_Islands,United_States_Virgin_Islands,,16,30,46,16,30,46,7,0.332268,0.356921,6197.178234,11,1,6,0.163898,6,6
1973_oil_crisis,1973_oil_crisis,,17,51,68,17,51,68,7,0.346911,0.375085,7272.149204,2,1,6,0.14359,7,7
Arab-Israeli_conflict,Arab-Israeli_conflict,,14,25,39,14,25,39,7,0.323621,0.347305,458.143813,2,1,6,0.296825,2,2
BBC,BBC,,173,40,213,173,40,213,6,0.343734,0.371181,50892.964548,1,1,6,0.033155,5,5
Bretton_Woods_system,Bretton_Woods_system,,11,50,61,11,50,61,6,0.341533,0.369799,1717.401683,11,1,6,0.181373,1,1
Chile,Chile,,122,72,194,122,72,194,6,0.35819,0.389332,31017.599496,0,1,6,0.083155,3,3
Coal,Coal,,123,61,184,123,61,184,7,0.350177,0.377888,67417.685215,9,1,6,0.055948,6,6
Cold_War,Cold_War,,166,39,205,166,39,205,6,0.334544,0.36036,30896.586001,13,1,6,0.07073,7,7
Electronics,Electronics,,48,14,62,48,14,62,7,0.302109,0.319359,8541.491666,9,1,6,0.073729,4,4
Ethanol,Ethanol,,50,44,94,50,44,94,7,0.332241,0.357647,16739.43089,9,1,6,0.075158,14,14
Gold,Gold,,179,85,264,179,85,264,6,0.362547,0.394898,122924.464532,9,1,6,0.043402,14,14
Israel,Israel,,236,169,405,236,169,405,7,0.377362,0.417643,91307.380023,2,1,6,0.076752,6,6
Libya,Libya,,103,60,163,103,60,163,6,0.353228,0.383157,13265.13718,8,1,6,0.1405,3,3
Market,Market,,42,8,50,42,8,50,7,0.284551,0.299863,1867.620893,3,1,6,0.055504,1,1
